Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Passed,Parent Education Level_Associate,Parent Education Level_Bachelor,Parent Education Level_Doctorate,Parent Education Level_High School,Parent Education Level_Master
S00030,-0.2907411878418805,-0.15475339076958397,-0.08330729187959916,0.0,1.0,False,False,True,False,False
S00031,-0.5888874593270691,1.7970672633696883,-1.3141676592409595,0.0,1.0,False,False,True,False,False
S00032,1.8559119668514774,-1.6689235374085556,0.5383393583029061,1.0,1.0,True,False,False,False,False
S00033,-0.012471334455704416,0.05149569897193679,1.4956751995839646,0.0,0.0,True,False,False,False,False
S00034,-1.0460450756043582,-1.5029181724946485,0.23373249971347906,0.0,1.0,False,False,True,False,False
S00035,0.8223382257028234,-0.7181655383561781,1.0045743459397851,0.0,1.0,False,False,False,True,False
S00036,-1.2050564203964587,-0.72319600395963,0.14048550218610328,1.0,0.0,False,False,False,False,True
S00037,0.2061692646334338,-0.28051503085587726,-1.0033443341497068,1.0,1.0,False,False,False,False,True
S00038,-1.9404838900599242,-1.2111511674944477,0.22751603321165348,0.0,1.0,False,False,False,False,True
S00039,-1.3044385108915215,-0.08432687232126014,-0.4935940810000523,1.0,1.0,False,False,False,False,True
S00040,0.2061692646334338,0.448902481644624,-1.0592925326661322,0.0,1.0,False,False,False,False,True
S00041,,-1.5532228285291658,-0.10195669138507414,1.0,1.0,False,False,False,False,True
S00042,0.1862928465344213,-0.6527694855113058,0.737266286361308,1.0,1.0,False,True,False,False,False
S00043,-0.11185342495076728,2.5415761726805446,-0.3443988849562511,1.0,0.0,True,False,False,False,False
S00044,-0.2907411878418805,0.31811037595487845,1.7816326586679168,1.0,0.0,False,False,False,False,False
S00045,-1.4634498556836224,-1.8449898335293662,0.861595616397809,0.0,1.0,False,False,True,False,False
S00046,-0.7081459679211445,-1.4224307228394208,-0.5371093465128278,0.0,0.0,False,False,False,True,False
S00047,-0.449752532633981,0.21247059828239237,-0.5681916790219531,0.0,0.0,False,False,True,False,False
S00048,1.0608552428909745,0.08670895819609906,1.9743431202244939,1.0,1.0,False,False,False,True,False
S00049,0.3453041913265217,-0.6024648294767885,-0.338182418454426,,0.0,True,False,False,False,False
S00050,-1.7417197090697984,2.1944740460423753,0.31454656423720456,0.0,1.0,False,False,False,False,True
S00051,0.32542777322750915,2.6220636223357725,0.36427829625180486,1.0,1.0,False,False,False,True,False
S00052,-0.37024686023793085,-0.28051503085587726,-1.637423917335862,0.0,0.0,False,False,True,False,False
S00053,-0.6683931317231194,0.8664311267311177,-1.6249909843322121,1.0,1.0,False,False,True,False,False
S00054,0.6235740447126977,0.9167357827656349,8.834130229935586e-16,0.0,1.0,False,False,False,False,False
S00055,1.0409788247919618,1.0475278884553798,-1.0033443341497068,1.0,,False,False,False,False,False
S00056,0.9415967342968988,-0.6577999511147572,-0.014926160359523048,0.0,1.0,False,True,False,False,False
S00057,-0.82740447651522,1.9379203002663365,-1.4384969892774606,1.0,1.0,False,False,True,False,False
S00058,-0.2907411878418805,-0.08432687232126014,-0.3319659519526008,1.0,0.0,False,False,False,False,False
S00059,0.3453041913265217,0.40865875681701025,0.17156783469522854,0.0,1.0,False,False,False,False,True
S00060,0.9813495704949242,-0.013900353872935594,-1.9482472424271147,0.0,0.0,False,False,False,True,False
S00061,-0.4696289507329937,-0.15475339076958397,0.022372638651426916,0.0,1.0,False,False,False,True,False
S00062,-0.17148267924780514,0.2678057199203612,0.07210437066602716,0.0,0.0,False,True,False,False,False
S00063,-1.0857979118023835,-1.2061207018909963,-0.462511748490927,1.0,1.0,True,False,False,False,False
S00064,-1.1851800022974464,-1.9959038016329183,-1.053076066164307,1.0,1.0,True,False,False,False,False
S00065,0.8223382257028234,-0.23021037482135995,-0.3754812174653764,1.0,0.0,False,False,False,True,False
S00066,1.3590015143761631,-0.8992623000804406,-0.3754812174653764,0.0,1.0,False,False,False,True,False
S00067,-0.07210058875274228,0.539450862506755,1.7691997256642673,0.0,0.0,True,False,False,False,False
S00068,1.0012259885939367,0.4237501536273653,-0.1392554903960241,1.0,1.0,False,False,False,False,False
S00069,0.36518060942553454,0.0011910429374194615,-0.462511748490927,0.0,0.0,False,False,True,False,False
S00070,-0.6286402955250943,1.475117464748777,-0.1392554903960241,0.0,0.0,True,False,False,False,False
S00071,0.36518060942553454,-0.01893081947638704,0.3704947627536304,,1.0,False,False,False,False,True
S00072,1.537889277267276,-1.4827963100808417,0.33319596374267957,1.0,1.0,False,True,False,False,False
S00073,-0.03234775255471692,-0.24027130602826358,0.3891441622591054,1.0,0.0,False,False,False,False,True
S00074,1.5577656953662888,1.1632285973347702,0.5321228918010814,0.0,1.0,False,False,True,False,False
S00075,-2.596405687327339,-1.910385886374239,-1.38876525726286,0.0,1.0,False,False,False,False,True
S00076,0.8223382257028234,-0.1094792003385188,0.45130882727735594,0.0,1.0,False,False,True,False,False
S00077,0.08691075603935844,0.5646031905240136,0.14670196868792798,0.0,1.0,False,False,True,False,False
S00078,-0.2907411878418805,2.652246415956483,-0.6054904780329031,1.0,1.0,False,True,False,False,False
S00079,0.10678717413837095,1.2034723221623838,0.07210437066602716,0.0,1.0,False,False,False,True,False
S00080,-1.9603603081589367,0.12192221742026134,-0.12682255739237427,0.0,1.0,True,False,False,False,False
S00081,-0.21123551544583014,0.5092680688860449,-0.04600849286864831,0.0,1.0,False,False,True,False,False
S00082,0.36518060942553454,-1.925477283184594,0.1342690356842777,0.0,1.0,False,False,False,False,True
S00083,1.478260022970238,-7.148721584047355e-16,-1.593908651823087,0.0,0.0,False,False,False,False,True
S00084,-0.5093817869310188,-7.148721584047355e-16,0.21508310020800409,0.0,,False,True,False,False,False
S00085,-0.7876516403171948,0.14707454543752,0.5818546238156816,0.0,1.0,False,True,False,False,False
S00086,-0.48950536883200624,0.2778666511272648,0.2026501672043538,0.0,1.0,False,False,True,False,False
S00087,0.9217203161978863,0.02131290535122668,-0.704953942062104,1.0,0.0,False,False,False,False,True
S00088,0.32542777322750915,-0.01893081947638704,-0.8292832720986051,1.0,0.0,False,False,False,False,True
S00089,-0.5093817869310188,0.09173942379955051,0.14048550218610328,1.0,1.0,False,True,False,False,False
S00090,0.5241919542176349,-1.0753285962012513,0.718616886855833,0.0,0.0,False,False,True,False,False
S00091,0.10678717413837095,-0.24530177163171502,1.1910683409945366,1.0,0.0,False,False,False,False,False
S00092,0.9614731523959117,-7.148721584047355e-16,0.6875345543467077,1.0,1.0,False,False,False,True,False
S00093,-0.688269549822132,-0.6376780887009503,0.45130882727735594,1.0,1.0,False,False,False,True,False
S00094,-0.310617605940893,1.1883809253520288,-2.395832830558519,0.0,1.0,False,False,True,False,False
S00095,-0.3901232783369434,-0.19499711559719768,8.834130229935586e-16,0.0,0.0,False,False,True,False,False
S00096,-1.4435734375846097,0.5847250529378208,8.834130229935586e-16,0.0,0.0,True,False,False,False,False
S00097,0.3055513551284967,0.10180035500645411,-0.6614386765493289,0.0,1.0,True,False,False,False,False
S00098,0.2657985189304717,-0.40124620533871913,8.36487068410065,1.0,1.0,False,False,False,False,True
S00099,0.007405083643308085,-1.0300544057701857,-1.0157772671533567,1.0,1.0,True,False,False,False,False
S00100,-0.23111193354484263,-0.4163376021490742,1.6200045296204657,0.0,0.0,True,False,False,False,False
S00101,-1.4038206013865844,0.17222687345477866,-1.2395700612190585,0.0,,False,False,False,False,True
S00102,-0.40999969643595585,0.5696336561274651,-0.2262860214215752,0.0,0.0,False,False,False,True,False
S00103,,0.10683082060990627,-0.704953942062104,1.0,1.0,False,True,False,False,False
S00104,-0.7876516403171948,0.6400601745757897,-0.8354997386004303,0.0,0.0,False,False,False,True,False
S00105,-0.15160626114879264,-1.5431618973222623,0.35806182974998013,1.0,1.0,False,False,True,False,False
S00106,0.40493344562355954,0.856370195524214,0.737266286361308,1.0,1.0,False,False,True,False,False
S00107,1.8757883849504895,-1.1507855802530274,-1.127673664186208,1.0,1.0,True,False,False,False,False
S00108,0.1862928465344213,0.9771013700070559,0.022372638651426916,1.0,1.0,False,False,False,False,True
S00109,0.2657985189304717,-7.148721584047355e-16,-0.13303902389419942,0.0,1.0,True,False,False,False,False
S00110,-0.07210058875274228,-1.8952944895638835,-0.45007881548727674,1.0,1.0,False,False,False,False,True
S00111,,0.7255780898344693,-0.8976644036186807,1.0,0.0,False,False,False,True,False
S00112,-0.012471334455704416,0.9871623012139595,1.0045743459397851,1.0,0.0,False,True,False,False,False
S00113,0.06703433794034594,1.2537769781969013,-0.9909114011460566,0.0,1.0,False,False,False,True,False
S00114,2.4522045098218546,-0.7885920568045024,-1.2395700612190585,1.0,0.0,True,False,False,False,False
S00115,-0.19135909734681764,0.1671964078513265,0.9983578794379604,1.0,1.0,True,False,False,False,False
S00116,0.3055513551284967,0.6853343650068555,0.15913490169157826,0.0,1.0,False,False,False,True,False
S00117,-0.03234775255471692,0.7255780898344693,-1.127673664186208,1.0,,True,False,False,False,False
S00118,-1.145427166099421,0.39859782561010665,-0.10195669138507414,0.0,1.0,False,False,True,False,False
S00119,1.1403609152870247,-0.44148993016633287,-0.6117069445347282,,1.0,False,True,False,False,False
S00120,0.762708971405786,0.9821318356105073,1.3589129365438133,1.0,1.0,False,False,True,False,False
S00121,0.802461807603811,0.9871623012139595,-0.25115188742887534,0.0,1.0,False,False,False,False,False
S00122,-0.8870337308122577,-0.169844787579939,0.4699582267828309,0.0,1.0,False,False,False,True,False
S00123,1.3987543505741882,-0.8036834536148578,-0.04600849286864831,1.0,0.0,False,False,True,False,False
S00124,-1.383944183287572,-7.148721584047355e-16,1.3153976710310378,0.0,0.0,False,False,True,False,False
S00125,0.5838212085146728,1.3594167558693873,0.16535136819340296,0.0,1.0,False,True,False,False,False
S00126,2.193811074534691,0.9418881107828936,1.0543060779543862,1.0,0.0,False,True,False,False,False
S00127,,-0.03402221628674281,0.4761746932846556,0.0,0.0,True,False,False,False,False
S00128,-0.5491346231290439,-0.2151189780110049,-0.5433258130146525,0.0,1.0,False,False,True,False,False
S00129,0.10678717413837095,-1.794685177494849,-0.02735909336317333,1.0,1.0,False,False,False,False,True
S00130,-0.48950536883200624,-0.0994182691316152,-0.2262860214215752,0.0,1.0,False,False,False,False,True
S00131,-1.5429555280796725,-1.2111511674944477,-0.5619752125201279,1.0,0.0,False,False,False,True,False
S00132,0.06703433794034594,0.14707454543752,-1.034426666658832,0.0,0.0,False,True,False,False,False
S00133,-1.0460450756043582,1.1783199941451252,1.2408000730091377,0.0,1.0,False,False,False,False,True
S00134,0.48443911801960987,-0.9998716121494753,-1.9482472424271147,0.0,0.0,False,True,False,False,False
S00135,-0.9069101489112702,0.22756199509274744,1.2159342070018373,0.0,0.0,False,False,False,True,False
S00136,1.537889277267276,0.992192766817411,-1.2768688602300091,1.0,1.0,False,False,True,False,False
S00137,-0.7677752222181823,0.20744013267894093,0.4761746932846556,0.0,1.0,True,False,False,False,False
S00138,-0.310617605940893,-0.5420992422353675,-0.5744081455237778,1.0,1.0,False,True,False,False,False
S00139,0.8223382257028234,-0.003839422666031985,-1.5814757188194366,0.0,1.0,False,False,False,False,False
S00140,-1.2249328384954714,0.946918576386345,1.041873144950736,0.0,1.0,False,False,True,False,False
S00141,0.2260456827324463,0.2527143231100061,-2.2652870340201923,1.0,1.0,True,False,False,False,False
S00142,1.2993722600791253,-0.01893081947638704,0.7124004203540083,0.0,0.0,True,False,False,False,False
S00143,-1.5827083642776978,1.1481372005244144,0.09075377017150303,,1.0,False,False,False,True,False
S00144,0.1862928465344213,0.5042376032825927,0.9548426139251849,0.0,1.0,False,True,False,False,False
S00145,0.2657985189304717,-1.2262425643048032,0.556988757808382,1.0,1.0,False,False,False,True,False
S00146,0.7825853895047985,0.6199383121619825,0.5445558248047317,1.0,0.0,False,False,True,False,False
S00147,-1.2249328384954714,0.9418881107828936,0.8118638843832088,0.0,1.0,False,False,True,False,False
S00148,-1.3044385108915215,-1.2564253579255138,8.834130229935586e-16,1.0,0.0,True,False,False,False,False
S00149,0.5241919542176349,-2.297731737840022,8.834130229935586e-16,0.0,0.0,False,False,False,True,False
S00150,0.3055513551284967,-1.060237199390896,-0.338182418454426,0.0,0.0,False,False,False,True,False
S00151,0.2657985189304717,-0.11450966594197025,-0.23871895442522503,1.0,1.0,False,False,False,False,True
S00152,0.3453041913265217,1.0022536980243146,0.07210437066602716,0.0,1.0,False,False,True,False,False
S00153,-0.6683931317231194,-0.9093232312873438,-0.27601775343617546,0.0,,False,False,False,False,True
S00154,0.24592210083145882,0.5444813281102064,2.0116419192354438,0.0,1.0,False,True,False,False,False
S00155,0.3055513551284967,-2.921509472668037,-0.10817315788689884,1.0,0.0,False,True,False,False,False
S00156,-0.7081459679211445,0.1671964078513265,-1.0965913316770826,0.0,0.0,True,False,False,False,False
S00157,1.8559119668514774,-0.42136806775252567,-0.1392554903960241,1.0,0.0,False,False,False,False,True
S00158,0.48443911801960987,2.098895199576792,-0.8106338725931301,0.0,0.0,False,False,False,False,True
S00159,-1.1851800022974464,-1.9154163519776903,1.8002820581733925,1.0,1.0,False,True,False,False,False
S00160,,-7.148721584047355e-16,0.06588790416420247,,1.0,False,False,True,False,False
S00161,-0.966539403208308,-1.925477283184594,0.5632052243102067,0.0,0.0,False,True,False,False,False
S00162,0.7825853895047985,-0.5672515702526262,0.45130882727735594,0.0,1.0,False,False,False,False,True
S00163,1.1602373333860374,-1.7242586590465248,0.8553791498959844,0.0,1.0,False,False,True,False,False
S00164,-0.8075280584162073,2.3001138237148613,0.19643370070252822,1.0,0.0,False,False,True,False,False
S00165,0.9614731523959117,-0.37106341171800833,-0.4003470834726765,1.0,,True,False,False,False,False
S00166,0.424809863722572,-0.2251799092179085,0.016156172149602216,0.0,0.0,False,False,False,True,False
S00167,0.8223382257028234,-0.05917454430400147,-1.171188929698983,0.0,0.0,False,False,False,False,True
S00168,1.8956648030495025,-1.1507855802530274,8.834130229935586e-16,1.0,,False,False,True,False,False
S00169,-0.23111193354484263,1.0475278884553798,1.6448703956277662,0.0,0.0,False,True,False,False,False
S00170,-0.7478988041191696,0.629999243368886,0.6564522218375825,0.0,0.0,False,False,True,False,False
S00171,-0.8671573127132451,0.9117053171621835,-0.12682255739237427,0.0,0.0,False,True,False,False,False
S00172,-0.8075280584162073,-1.2413339611151584,8.834130229935586e-16,1.0,1.0,False,False,False,False,True
S00173,-0.07210058875274228,1.128015338110608,-0.5930575450292532,0.0,0.0,False,False,False,True,False
S00174,0.3453041913265217,1.0123146292312182,0.289680698229904,0.0,1.0,False,False,False,False,True
S00175,0.28567493702948416,-0.24530177163171502,-0.3071000859453007,1.0,0.0,False,True,False,False,False
S00176,0.8223382257028234,0.8865529891449249,-0.22006955491975005,0.0,0.0,False,False,True,False,False
S00177,0.027281501742320587,0.2627752543169097,0.3394124302445051,1.0,1.0,True,False,False,False,False
S00178,1.458383604871226,-1.6186188813740383,0.5072570257937808,0.0,1.0,False,False,True,False,False
S00179,-0.2509883516438555,-0.20002758120064984,-0.2138530884179249,1.0,1.0,False,True,False,False,False
S00180,,-0.49682505180430164,-0.804417406091305,1.0,1.0,False,True,False,False,False
S00181,0.6235740447126977,0.071617561385744,1.6821691946387163,1.0,1.0,False,False,False,False,False
S00182,-0.8472808946142325,1.0123146292312182,0.06588790416420247,0.0,1.0,True,False,False,False,False
S00183,-1.065921493703371,-7.148721584047355e-16,-0.9971278676478816,0.0,0.0,False,False,False,False,False
S00184,0.48443911801960987,-0.46161179258014007,-0.9784784681424062,1.0,0.0,True,False,False,False,False
S00185,-0.21123551544583014,-0.8388967128390197,1.8313643906825179,0.0,0.0,True,False,False,False,False
S00186,0.7229561352077606,-0.7986529880114059,2.2727335123120964,1.0,0.0,False,False,False,True,False
S00187,0.48443911801960987,-0.8439271784424714,0.28346423172807933,,0.0,False,False,False,False,True
S00188,-0.07210058875274228,0.05652616457538895,-0.5992740115310784,0.0,1.0,False,False,True,False,False
S00189,-0.82740447651522,0.5142985344894964,8.834130229935586e-16,1.0,1.0,True,False,False,False,False
S00190,-1.5032026918816472,0.3382322383686857,-0.31331655244712586,1.0,1.0,True,False,False,False,False
S00191,-0.42987611453496855,0.17222687345477866,0.5072570257937808,0.0,,False,False,False,False,True
S00192,0.8620910619008488,0.6098773809550796,0.3021136312335543,0.0,,False,False,True,False,False
S00193,0.2260456827324463,2.3806012733700888,-0.05844142587229859,0.0,1.0,False,False,True,False,False
S00194,-1.2249328384954714,0.12192221742026134,-0.10817315788689884,1.0,1.0,False,True,False,False,False
S00195,0.1862928465344213,1.0123146292312182,-0.2325024879233999,0.0,0.0,True,False,False,False,False
S00196,0.385057027524547,0.9569795075932487,0.8553791498959844,0.0,0.0,False,False,False,True,False
S00197,-0.8671573127132451,1.776945400955881,-0.20763662191609977,1.0,0.0,False,False,False,True,False
S00198,0.1664164284354088,0.5495117937136587,1.8873125891989428,0.0,1.0,False,False,False,False,True
S00199,0.06703433794034594,-0.8640490408562783,1.9743431202244939,0.0,1.0,False,False,False,True,False
S00200,,0.2929580479376198,-0.38169768396720155,0.0,0.0,False,True,False,False,False
S00201,0.36518060942553454,0.23762292629965104,-0.3630482844617261,0.0,1.0,True,False,False,False,False
S00202,0.5639447904156603,0.8060655394896967,-0.07087435887594888,1.0,1.0,False,True,False,False,False
S00203,1.080731660989987,-0.8942318344769888,-0.6241398775383785,1.0,1.0,True,False,False,False,False
S00204,1.0608552428909745,1.2588074438003527,0.7683486188704333,1.0,1.0,False,False,False,True,False
S00205,-1.3640677651885595,-0.008869888269484146,1.0791719439616858,0.0,1.0,False,False,False,False,True
S00206,-0.9267865670102828,0.8312178675069554,1.1724189414890618,1.0,1.0,True,False,False,False,False
S00207,0.5241919542176349,0.297988513541072,-0.22006955491975005,0.0,0.0,False,True,False,False,False
S00208,0.5241919542176349,0.11186128621335772,-0.2325024879233999,0.0,1.0,True,False,False,False,False
S00209,0.5241919542176349,0.222531529489296,-1.886082577408864,0.0,1.0,False,True,False,False,False
S00210,3.8435537767527346,-7.148721584047355e-16,-0.6427892770438535,1.0,1.0,False,True,False,False,False
S00211,0.5838212085146728,1.9580421626801439,-0.8976644036186807,0.0,0.0,False,False,True,False,False
S00212,1.1403609152870247,-2.0411779920639836,-1.0592925326661322,0.0,0.0,False,False,False,False,True
S00213,0.9614731523959117,0.5293899312998513,-0.481161147996402,1.0,,False,False,False,False,False
S00214,0.6633268809107231,0.03137383655813029,-0.31331655244712586,0.0,0.0,False,False,False,True,False
S00215,-0.310617605940893,-0.18996664999374624,-0.052224959370473896,1.0,0.0,True,False,False,False,False
S00216,0.762708971405786,-2.393310584305605,1.2408000730091377,0.0,1.0,False,True,False,False,False
S00217,-0.7677752222181823,0.5696336561274651,1.060522544456211,1.0,0.0,False,False,False,False,False
S00218,-0.23111193354484263,-7.148721584047355e-16,-1.0779419321716073,1.0,,False,False,True,False,False
S00219,-0.4696289507329937,-0.8539881096493751,0.3704947627536304,0.0,0.0,True,False,False,False,False
S00220,0.08691075603935844,0.026343370954678126,-0.7733350735821797,1.0,0.0,True,False,False,False,False
S00221,2.3130695831287666,-0.3106978244765881,0.10940316967697801,1.0,1.0,False,True,False,False,False
S00222,-1.8411017995648613,-1.7645023838741385,8.834130229935586e-16,0.0,1.0,False,False,False,True,False
S00223,0.6832032990097356,0.07664802698919546,-0.481161147996402,1.0,1.0,False,True,False,False,False
S00224,-1.60258478237671,0.5696336561274651,-0.947396135633281,1.0,1.0,False,True,False,False,False
S00225,-0.4696289507329937,-0.5672515702526262,0.022372638651426916,1.0,1.0,True,False,False,False,False
S00226,1.080731660989987,0.24768385750655464,1.203501273998187,0.0,1.0,False,False,True,False,False
S00227,0.06703433794034594,0.09676988940300267,1.8437973236861673,,1.0,False,False,False,False,True
S00228,-1.065921493703371,1.037466957248477,-0.5992740115310784,0.0,0.0,True,False,False,False,False
S00229,-0.7081459679211445,-0.11954013154542169,0.09697023667332773,1.0,1.0,False,False,False,False,True
S00230,,0.7909741426793416,0.22751603321165348,1.0,1.0,False,False,False,True,False
S00231,,-0.3308196868903946,-1.3514664582519094,0.0,0.0,False,False,False,False,True
S00232,0.2260456827324463,1.9630726282835953,-1.40119819026651,1.0,0.0,False,False,False,True,False
S00233,0.047157919841333086,-0.45155086137323647,0.2772477652262546,1.0,0.0,False,False,False,True,False
S00234,-0.6485167136241068,-0.7030741415458232,-0.3754812174653764,1.0,0.0,True,False,False,False,False
S00235,2.1341818202376532,-0.11450966594197025,-1.3328170587464345,1.0,0.0,False,False,True,False,False
S00236,0.6434504628117103,-0.7483483319768887,8.834130229935586e-16,1.0,1.0,False,False,False,True,False
S00237,-2.0001131443569617,-1.2715167547358688,0.0285891051532525,0.0,0.0,False,True,False,False,False
S00238,0.1862928465344213,0.7205476242310171,-0.014926160359523048,1.0,0.0,False,False,False,False,True
S00239,-0.6485167136241068,-3.0975757687888477,-1.0468595996624819,,0.0,False,False,False,False,True
S00240,0.8620910619008488,-0.738287400769985,-1.618774517830387,1.0,0.0,False,False,False,True,False
S00241,-0.7876516403171948,-1.3620651355979998,-0.5868410785274281,0.0,0.0,False,False,False,False,False
S00242,-0.11185342495076728,0.1269526830237128,0.016156172149602216,1.0,0.0,False,True,False,False,False
S00243,0.5043155361186223,-2.2172442881847942,-0.686304542556629,0.0,0.0,True,False,False,False,False
S00244,0.8620910619008488,0.539450862506755,-1.053076066164307,0.0,1.0,False,False,True,False,False
S00245,-1.1851800022974464,-7.148721584047355e-16,-0.3754812174653764,1.0,1.0,False,True,False,False,False
S00246,-0.3304940240399055,-1.6588626062016523,0.0037232391459519347,0.0,1.0,True,False,False,False,False
S00247,-0.4696289507329937,0.1772573390582301,1.290531805023738,,0.0,False,False,True,False,False
S00248,-0.6485167136241068,0.5042376032825927,0.1156196361788027,0.0,1.0,False,False,True,False,False
S00249,1.7565298763564146,0.93182717957599,-1.3949817237646849,0.0,1.0,False,True,False,False,False
S00250,0.40493344562355954,-1.492857241287745,-1.910948443416164,0.0,0.0,False,False,False,False,True
S00251,-1.244809256594484,-1.6337102781843937,-2.3150187660347927,0.0,1.0,False,False,False,False,True
S00252,0.9217203161978863,1.5002697927660356,0.289680698229904,0.0,1.0,False,False,False,True,False
S00253,2.114305402138641,-0.8388967128390197,-1.0095608006515315,1.0,0.0,True,False,False,False,False
S00254,1.0409788247919618,-0.5420992422353675,0.43887589427370566,0.0,0.0,False,False,False,False,True
S00255,-1.5032026918816472,-7.148721584047355e-16,8.834130229935586e-16,1.0,1.0,True,False,False,False,False
S00256,-0.4696289507329937,-1.1910293050806409,0.5259064252992567,1.0,0.0,False,False,False,True,False
S00257,1.2596194238811003,-0.28051503085587726,-0.23871895442522503,0.0,0.0,False,True,False,False,False
S00258,-0.688269549822132,0.8815225235414726,1.6946021276423666,1.0,1.0,False,True,False,False,False
S00259,0.44468628182158454,-1.4425525852532277,-0.4562952819891019,0.0,0.0,False,False,False,False,True
S00260,0.7825853895047985,-0.5169469142181089,-0.8665820711095554,1.0,0.0,False,False,False,False,True
S00261,-0.9069101489112702,-1.1457551146495755,0.28346423172807933,1.0,1.0,False,False,True,False,False
S00262,-0.05222417065372977,-0.7936225224079542,0.6937510208485325,0.0,1.0,False,False,False,False,True
S00263,-3.2125746483967283,1.1783199941451252,-2.439348096071294,1.0,1.0,False,False,False,True,False
S00264,-1.006292239406333,1.399660480697001,1.0107908124416107,1.0,0.0,False,False,False,True,False
S00265,-0.2509883516438555,0.24768385750655464,-1.5441769198084863,0.0,1.0,False,True,False,False,False
S00266,-1.2249328384954714,0.5193290000929478,-1.9420307759252895,1.0,1.0,False,False,False,False,True
S00267,1.637271367762339,0.4941766720756891,-0.35061535145807626,0.0,0.0,True,False,False,False,False
S00268,-1.4236970194855971,-0.6879827447354677,-1.0157772671533567,,1.0,False,False,True,False,False
S00269,-0.42987611453496855,0.22756199509274744,0.35806182974998013,1.0,0.0,True,False,False,False,False
S00270,0.14654001033639594,-1.3167909451669344,0.3021136312335543,1.0,1.0,False,True,False,False,False
S00271,1.4385071867722132,-0.9797497497356684,0.25859836572077877,1.0,0.0,False,True,False,False,False
S00272,-1.4236970194855971,-0.0994182691316152,1.1164707429726368,1.0,1.0,False,False,False,False,True
S00273,1.1602373333860374,-1.080359061804703,-0.319533018948951,,0.0,True,False,False,False,False
S00274,0.027281501742320587,-1.2966690827531275,0.31454656423720456,1.0,,False,False,False,True,False
S00275,,-0.7282264695630818,-1.5814757188194366,1.0,1.0,False,False,False,False,True
S00276,0.4645626999205974,1.1380762693175115,0.8678120828996346,0.0,1.0,False,False,True,False,False
S00277,0.2061692646334338,1.550574448800553,-0.4935940810000523,,1.0,True,False,False,False,False
